City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Caranavi,BO,-15.8167,-67.55,74.1,66,98,3.38,overcast clouds
346,Biak,ID,-0.9131,122.8766,76.78,86,52,0.36,broken clouds
347,Wewak,PG,-3.5534,143.6268,78.62,85,89,4.38,overcast clouds
348,Waddan,LY,29.1614,16.139,74.21,34,0,16.55,clear sky
349,Beisfjord,NO,68.3751,17.5988,40.24,95,100,6.31,overcast clouds
350,Finschhafen,PG,-6.6024,147.8681,77.67,83,86,4.14,overcast clouds
351,Nome,US,64.5011,-165.4064,28.47,60,1,10.36,clear sky
352,Sobolevo,RU,54.4299,31.8996,40.28,85,95,11.01,overcast clouds
353,Amuntai,ID,-2.4177,115.2494,74.19,99,100,2.3,overcast clouds
354,Galeana,MX,24.8333,-100.0667,62.38,62,99,5.91,overcast clouds
355,Baykit,RU,61.67,96.37,36.61,92,100,3.27,overcast clouds
356,Noyabrsk,RU,63.1994,75.4507,38.88,93,100,15.97,overcast clouds
357,Bandar-E Anzali,IR,37.4727,49.4622,67.15,82,49,2.68,scattered clouds
358,Halifax,CA,44.6453,-63.5724,64.69,93,100,10.0,overcast clouds
359,Mamallapuram,IN,12.6264,80.1722,82.45,73,100,7.67,overcast clouds
360,Pacific Grove,US,36.6177,-121.9166,74.57,78,1,4.0,clear sky
361,Vanavara,RU,60.34,102.2797,30.16,86,96,5.79,overcast clouds
362,Zeya,RU,53.75,127.2667,19.65,53,10,4.52,clear sky
363,Mehamn,NO,71.0357,27.8492,39.38,93,75,27.63,broken clouds
364,Novopavlovka,RU,51.2172,109.2091,20.82,96,11,2.89,few clouds
365,Kutum,SD,14.2,24.6667,80.26,18,2,7.09,clear sky
366,Istok,XK,42.7808,20.4875,50.92,82,52,2.15,broken clouds
367,Marinette,US,45.1,-87.6307,66.31,25,1,11.5,clear sky
368,Salamiyah,SY,35.0113,37.0532,64.29,79,0,15.39,clear sky
369,Saint-Joseph,RE,-21.3667,55.6167,70.16,78,20,12.06,few clouds
370,Kabala,SL,9.5833,-11.55,74.37,82,82,2.21,broken clouds
371,Hambantota,LK,6.1241,81.1185,79.9,81,63,16.78,broken clouds
372,Nishihara,JP,26.1842,127.7558,72.68,71,40,6.91,scattered clouds
373,George Town,MY,5.4112,100.3354,78.89,90,100,0.0,overcast clouds
374,Clarksdale,US,34.2001,-90.5709,69.96,28,1,5.53,clear sky
375,Andenes,NO,69.3143,16.1194,37.38,70,40,27.63,light rain
376,Lashma,RU,54.9321,41.1438,40.14,90,38,5.41,scattered clouds
377,Samarai,PG,-10.6167,150.6667,82.13,80,100,11.43,overcast clouds
378,Umm Kaddadah,SD,13.6017,26.6876,90.32,16,86,9.8,overcast clouds
379,Sinjar,IQ,36.3209,41.8754,70.66,41,25,11.74,scattered clouds
380,Ayia Marina,GR,37.75,23.5333,64.35,68,34,3.02,scattered clouds
381,Kamennogorsk,RU,60.9545,29.1339,40.51,74,36,10.36,scattered clouds
382,Nador,MA,35.174,-2.9287,68.25,77,0,2.3,clear sky
383,Staraya Stanitsa,RU,48.35,40.2833,52.05,66,65,5.5,broken clouds
384,Kharan,PK,28.5833,65.4167,67.48,12,0,8.32,clear sky
385,Graaff-Reinet,ZA,-32.2522,24.5308,49.93,56,76,7.11,broken clouds
386,Gladstone,AU,-23.85,151.25,75.13,78,75,6.91,broken clouds
387,Severo-Kurilsk,RU,50.6789,156.125,39.43,76,36,41.52,scattered clouds
388,Kaihua,CN,23.3687,104.28,51.06,93,42,1.61,scattered clouds
389,Kodinar,IN,20.7903,70.7031,78.01,69,88,12.77,overcast clouds
390,Angoche,MZ,-16.2325,39.9086,77.74,76,0,15.64,clear sky
391,Derzhavinsk,KZ,51.1,66.3167,48.06,51,24,8.12,few clouds
392,Montepuez,MZ,-13.1256,38.9997,71.26,71,0,9.4,clear sky
393,Carutapera,BR,-1.195,-46.02,83.71,69,14,9.15,few clouds
394,Curumani,CO,9.1999,-73.5427,82.4,87,100,1.68,overcast clouds
395,Benguela,AO,-12.5763,13.4055,73.87,77,56,1.01,broken clouds
396,Svetlyy,RU,54.675,20.1347,48.25,79,100,14.36,overcast clouds
397,Kirovskiy,RU,45.0917,133.5136,26.69,50,37,5.46,scattered clouds
398,Chumikan,RU,54.7183,135.315,18.86,72,2,12.62,clear sky
399,Bezerros,BR,-8.2333,-35.7969,76.5,64,96,14.0,overcast clouds
400,Kasangulu,CD,-4.5911,15.1708,80.82,59,100,1.83,light rain
401,Haimen,CN,23.1935,116.6142,68.5,77,57,9.64,broken clouds
402,Ozu,JP,33.5,132.55,54.18,85,0,6.8,clear sky
403,Carballo,ES,43.213,-8.691,70.56,88,100,5.46,overcast clouds
404,Moroni,KM,-11.7022,43.2551,76.3,78,0,4.65,clear sky
405,Saquena,PE,-4.6667,-73.5167,91.83,42,99,3.18,overcast clouds
406,Leshukonskoye,RU,64.8989,45.7622,36.66,96,100,10.58,overcast clouds
407,Bremerton,US,47.5673,-122.6326,60.78,83,90,3.44,overcast clouds
408,Nantucket,US,41.2835,-70.0995,65.08,62,40,14.97,scattered clouds
409,Ust-Kulom,RU,61.6864,53.6902,40.33,88,100,8.03,overcast clouds
410,Lata,PT,40.1629,-8.3327,67.05,98,100,1.57,overcast clouds
411,Romitan,UZ,39.9343,64.3814,49.95,46,0,4.61,clear sky
412,Mbandaka,CD,0.0487,18.2603,74.53,91,100,2.39,overcast clouds
413,Abakan,RU,53.7156,91.4292,23.02,100,25,2.24,smoke
414,Puerto Leguizamo,CO,-0.1934,-74.7819,81.1,76,95,4.32,overcast clouds
415,Contamana,PE,-7.3333,-75.0167,95.97,32,98,5.01,moderate rain
416,Gouvieux,FR,49.1871,2.4144,54.48,60,82,5.57,broken clouds
417,Yar-Sale,RU,66.8333,70.8333,38.59,97,100,14.36,light rain
418,Malpe,IN,13.35,74.7167,78.1,91,100,4.18,overcast clouds
419,Edgewater,US,28.9889,-80.9023,85.24,57,40,13.8,scattered clouds
420,Sungairaya,ID,0.7,108.9,77.94,90,98,4.97,overcast clouds
421,Hoi An,VN,15.8794,108.335,76.96,90,100,1.21,moderate rain
422,Talnakh,RU,69.4865,88.3972,34.27,100,100,6.38,light rain
423,Glotovka,RU,53.9491,46.7042,45.82,65,100,5.99,overcast clouds
424,Pisco,PE,-13.7,-76.2167,68.05,68,0,19.57,clear sky
425,Slavjanovo,BG,43.4667,24.8667,51.26,81,100,2.39,overcast clouds
426,Kaabong,UG,3.4836,34.1492,73.94,46,40,11.05,scattered clouds
427,Kathu,TH,7.9178,98.3332,85.69,87,87,9.53,overcast clouds
428,Tsumeb,NA,-19.2333,17.7167,80.08,15,4,7.54,clear sky
429,Broome,US,42.2506,-75.833,57.88,60,40,4.0,scattered clouds
430,Prescott,US,34.54,-112.4685,72.66,27,1,5.99,clear sky
431,Cabo Rojo,PR,18.0866,-67.1457,88.23,80,28,3.02,moderate rain
432,Grand Gaube,MU,-20.0064,57.6608,73.38,78,10,10.0,clear sky
433,Guanica,PR,17.9716,-66.908,88.48,84,30,5.01,scattered clouds
434,Melfort,CA,52.8667,-104.6177,65.71,25,47,12.03,scattered clouds
435,Grindavik,IS,63.8424,-22.4338,39.67,81,75,23.02,light intensity drizzle rain
436,Hirara,JP,24.8,125.2833,75.49,66,96,18.54,overcast clouds
437,Ritchie,ZA,-29.038,24.6028,55.69,23,0,13.15,clear sky
438,Ponta Do Sol,PT,32.6667,-17.1,72.23,73,99,3.0,overcast clouds
439,Mandali,IQ,33.7499,45.5541,77.22,23,29,10.54,scattered clouds
440,San Andres,CO,12.5847,-81.7006,86.02,74,75,10.36,broken clouds
441,Neuquen,AR,-38.9516,-68.0591,71.49,26,0,10.36,clear sky
442,Himare,AL,40.1017,19.7447,60.78,73,31,1.03,scattered clouds
443,Methoni,GR,36.8197,21.7049,63.21,64,8,6.82,clear sky
444,Redmond,US,47.674,-122.1215,61.36,81,100,1.01,overcast clouds
445,Poso,ID,-1.3959,120.7524,77.02,81,51,3.8,broken clouds
446,Kidal,ML,18.4411,1.4078,88.86,18,0,10.16,clear sky
447,Nelson Bay,AU,-32.7167,152.15,56.95,92,100,4.54,overcast clouds
448,Fairbanks,US,64.8378,-147.7164,29.91,78,1,6.91,clear sky
449,Ahuimanu,US,21.4447,-157.8378,83.91,62,75,14.97,broken clouds
450,Vanderhoof,CA,54.0166,-124.0198,38.21,88,100,6.55,light rain
451,Bairiki,KI,1.3292,172.9752,84.2,70,20,8.05,few clouds
452,Visby,SE,57.6409,18.296,48.42,57,1,14.97,clear sky
453,Tarime,TZ,-1.35,34.3667,64.96,83,47,3.94,scattered clouds
454,Zoravan,AM,40.3533,44.5232,46.36,31,2,3.49,clear sky
455,Lubango,AO,-14.9172,13.4925,64.58,47,0,2.77,clear sky
456,Orange Walk,BZ,17.8333,-88.8333,87.66,54,40,5.08,scattered clouds
457,La Palma,US,33.8464,-118.0467,86.67,51,1,5.99,clear sky
458,Hokitika,NZ,-42.7167,170.9667,55.27,93,99,14.79,light rain
459,Ewa Beach,US,21.3156,-158.0072,84.15,56,75,13.0,broken clouds
460,Fort Frances,CA,48.5999,-93.4003,64.62,38,1,9.22,clear sky
461,Dolores,AR,-36.3132,-57.6792,69.4,51,86,8.48,light rain
462,Beringovskiy,RU,63.05,179.3167,26.26,83,100,6.87,overcast clouds
463,Korla,CN,41.7597,86.1469,51.48,33,25,8.52,scattered clouds
464,Namibe,AO,-15.1961,12.1522,65.39,90,37,5.26,scattered clouds
465,Rudnya,RU,54.947,31.0934,43.9,81,100,13.13,overcast clouds
466,Filingue,NE,14.3521,3.3168,88.36,39,100,15.01,overcast clouds
467,Bosobolo,CD,4.1833,19.9,73.0,94,44,2.24,scattered clouds
468,Snasa,NO,64.2457,12.3778,36.81,86,21,6.64,few clouds
469,Krivodol,BG,43.3744,23.4844,50.47,91,54,0.18,broken clouds
470,Marathon,US,44.9,-89.7668,65.73,35,1,3.0,clear sky
471,Harlingen,US,26.1906,-97.6961,82.2,52,1,10.36,clear sky
472,Praia,CV,14.9215,-23.5087,82.94,51,20,6.91,few clouds
473,Alexandria,EG,31.2156,29.9553,73.89,57,0,8.41,clear sky
474,Rio Gallegos,AR,-51.6226,-69.2181,66.25,24,0,19.57,clear sky
475,Kashi,CN,39.4547,75.9797,51.8,23,100,1.54,overcast clouds
476,San Pedro,PH,14.35,121.0167,80.35,84,96,7.02,overcast clouds
477,Labuhan,ID,-6.8844,112.2051,81.27,79,74,5.97,broken clouds
478,Abu Samrah,SY,35.3029,37.1841,65.52,74,0,14.7,clear sky
479,Saint-Francois,FR,46.4154,3.9054,51.24,93,0,2.3,clear sky
480,Puerto Del Rosario,ES,28.5004,-13.8627,74.88,94,0,8.05,clear sky
481,Kibala,TD,9.1104,18.3463,75.29,88,94,4.16,overcast clouds
482,Skerries,IE,53.5828,-6.1083,61.0,84,100,7.25,overcast clouds
483,Lichuan,CN,30.3,108.85,44.1,94,100,1.41,overcast clouds
484,San Quintin,MX,30.4833,-115.95,72.91,50,100,11.52,overcast clouds
485,Itaituba,BR,-4.2761,-55.9836,75.47,97,100,2.98,light rain
486,Kandrian,PG,-6.2167,149.55,76.84,88,47,4.36,light rain
487,Chara,RU,56.9064,118.2631,16.32,68,42,4.5,scattered clouds
488,Longyearbyen,SJ,78.2186,15.6401,17.44,67,20,4.61,few clouds
489,San Blas,MX,21.5167,-105.2667,100.29,70,1,7.72,clear sky
490,Moranbah,AU,-22.0016,148.0466,69.85,88,22,9.19,few clouds
491,Maxixe,MZ,-23.8597,35.3472,74.12,94,2,3.96,clear sky
492,Marand,IR,38.4329,45.7749,59.34,39,0,6.2,clear sky
493,Lakes Entrance,AU,-37.8811,147.981,47.16,81,99,6.98,overcast clouds
494,Northam,GB,51.0333,-4.2167,55.65,92,100,8.41,overcast clouds
495,Togur,RU,58.3631,82.8265,36.16,94,80,5.37,broken clouds
496,Kailua,US,21.4022,-157.7394,84.18,66,75,14.97,broken clouds
497,Denpasar,ID,-8.65,115.2167,78.46,88,20,3.44,few clouds
498,Hovd,MN,48.0056,91.6419,33.22,48,0,1.77,clear sky
499,Srednekolymsk,RU,67.45,153.6833,2.48,98,95,1.32,overcast clouds
500,Faya,SA,18.3851,42.4509,63.12,24,3,5.88,clear sky
501,Hay River,CA,60.8156,-115.7999,36.45,63,8,10.83,clear sky
502,Melo,UY,-32.3667,-54.1833,63.68,63,0,6.82,clear sky
503,Opuwo,NA,-18.0607,13.84,71.76,23,10,6.26,clear sky
504,Mazamari,PE,-11.3258,-74.5308,86.49,55,96,3.51,overcast clouds
505,Cascais,PT,38.6979,-9.4215,70.5,83,20,1.01,fog
506,Mongar,BT,27.2747,91.2396,60.15,95,72,4.61,broken clouds
507,Kyaikkami,MM,16.08,97.5675,77.85,80,93,5.84,overcast clouds
508,Lagoa,PT,39.05,-27.9833,69.76,84,28,19.48,scattered clouds
509,Azul,AR,-36.777,-59.8585,70.34,51,67,5.39,light rain
510,Kashan,IR,33.9831,51.4364,73.65,22,8,2.57,clear sky
511,Kruisfontein,ZA,-34.0033,24.7314,50.88,76,93,10.31,light rain
512,Mpophomeni,ZA,-29.5682,30.1862,46.31,97,100,2.89,light rain
513,Marsh Harbour,BS,26.5412,-77.0636,81.01,67,3,9.89,clear sky
514,Luba,GQ,3.4568,8.5547,79.29,81,71,3.02,broken clouds
515,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,87,100,13.85,overcast clouds
516,Bubaque,GW,11.2833,-15.8333,82.29,75,45,7.07,moderate rain
517,Kampot,KH,10.6167,104.1833,77.05,93,100,5.03,overcast clouds
518,Veraval,IN,20.9,70.3667,79.79,71,92,12.84,overcast clouds
519,Chenghai,CN,23.4632,116.768,69.48,73,83,5.21,broken clouds
520,Sivagiri,IN,9.3333,77.4333,77.47,82,99,8.14,overcast clouds
521,San Jeronimo,PE,-11.9472,-75.2829,58.41,64,94,8.19,overcast clouds
522,Belaya Gora,RU,68.5333,146.4167,-1.62,99,76,2.8,broken clouds
523,Rettikhovka,RU,44.1683,132.7669,28.42,40,60,4.18,broken clouds
524,Tura,IN,25.5198,90.2201,72.88,84,97,3.56,overcast clouds
525,Srivardhan,IN,18.0333,73.0167,78.21,76,0,0.27,clear sky
526,Tupiza,BO,-21.45,-65.7167,77.72,2,72,23.8,broken clouds
527,Dingzhou,CN,38.5131,114.9956,44.38,76,8,4.65,clear sky
528,Mabaruma,GY,8.2,-59.7833,85.05,67,92,5.88,overcast clouds
529,Xichang,CN,27.8964,102.2634,58.15,92,93,2.86,overcast clouds
530,Katsuura,JP,35.1333,140.3,56.19,65,78,21.59,broken clouds
531,Aklavik,CA,68.2191,-135.0107,22.59,73,17,11.27,few clouds
532,Saint Augustine,US,29.8947,-81.3145,79.03,57,20,16.11,few clouds
533,Dubbo,AU,-32.25,148.6167,44.73,93,100,8.05,overcast clouds
534,Krasnoselkup,RU,65.7,82.4667,38.77,94,100,14.2,overcast clouds
535,Ilebo,CD,-4.3167,20.5833,76.17,82,100,2.35,overcast clouds
536,Emba,KZ,48.8264,58.1442,51.21,35,100,8.7,overcast clouds
537,Perth,AU,-31.9333,115.8333,52.03,93,0,5.75,mist
538,Harper,LR,4.375,-7.7169,78.48,84,34,5.82,scattered clouds
539,Pistsovo,RU,57.179,40.5298,40.3,88,99,10.2,overcast clouds
540,Wexford,IE,52.3342,-6.4575,60.53,97,100,10.4,overcast clouds
541,Kandalaksha,RU,67.162,32.4123,34.72,83,97,6.49,overcast clouds
542,Niamey,NE,13.5137,2.1098,89.46,35,67,15.95,broken clouds
543,Palana,RU,59.1167,159.9667,29.86,72,100,25.84,overcast clouds
544,Acarau,BR,-2.8856,-40.12,82.51,74,4,19.73,clear sky
545,Kirgiz-Miyaki,RU,53.6324,54.7979,50.07,48,100,4.63,light rain
546,Murgab,TM,37.4966,61.9714,51.67,46,0,0.0,clear sky
547,Sibolga,ID,1.7427,98.7792,74.35,95,100,1.59,overcast clouds
548,Husavik,IS,66.0449,-17.3389,34.45,86,100,15.73,light snow
549,Sitka,US,57.0531,-135.33,44.49,57,40,4.61,scattered clouds
550,Port Augusta,AU,-32.5,137.7667,53.74,58,85,1.63,overcast clouds
551,Khrebtovaya,RU,56.7032,104.2494,17.35,96,39,2.98,scattered clouds
552,Bathsheba,BB,13.2167,-59.5167,86.61,74,40,9.22,scattered clouds
553,Manbij,SY,36.5281,37.9549,63.37,73,0,15.82,clear sky
554,Kuching,MY,1.55,110.3333,77.22,94,40,2.3,scattered clouds
555,Mamaku,NZ,-38.1,176.0833,59.4,98,100,5.75,light rain
556,Labuan,MY,5.2767,115.2417,77.16,81,81,7.78,broken clouds
557,Oyama,JP,36.3,139.8,56.59,61,27,4.45,scattered clouds
558,Sao Sebastiao,BR,-23.76,-45.4097,68.36,94,100,5.28,overcast clouds
559,Kurumkan,RU,54.3,110.3,24.78,80,16,3.62,few clouds
560,Broni,IT,45.0655,9.2623,59.49,77,0,3.27,clear sky
561,Ukiah,US,39.1502,-123.2078,68.52,43,1,11.5,clear sky
562,Milkovo,RU,54.7167,158.6167,24.39,96,78,1.7,broken clouds
563,Adrar,MR,20.5022,-10.0711,89.1,10,88,7.61,overcast clouds
564,Sur,OM,22.5667,59.5289,80.26,41,0,6.85,clear sky
565,Laiwu,CN,36.1928,117.6569,41.92,63,0,4.61,clear sky
566,Naze,JP,28.3667,129.4833,70.07,70,100,13.73,overcast clouds
567,Chimbote,PE,-9.0853,-78.5783,67.1,78,57,10.56,broken clouds
568,Shebunino,RU,46.4339,141.8603,38.21,57,91,15.59,overcast clouds
569,Pangnirtung,CA,66.1451,-65.7125,32.16,58,18,5.1,few clouds
570,Avera,US,33.194,-82.5271,71.71,35,0,6.29,clear sky
571,Gigmoto,PH,13.7796,124.39,79.39,85,85,3.56,light rain
572,Wajid,SO,3.8093,43.2471,78.03,71,61,18.41,broken clouds
573,Salalah,OM,17.0151,54.0924,78.89,89,40,3.44,scattered clouds
574,Kunming,CN,25.0389,102.7183,52.41,90,36,2.89,scattered clouds
575,Carupano,VE,10.6678,-63.2585,87.87,66,100,15.1,overcast clouds
576,Tomatlan,MX,19.9333,-105.25,90.3,59,4,7.31,clear sky
577,Khandbari,NP,27.3747,87.2039,67.93,86,73,2.68,broken clouds
578,Santa Ines,BR,-3.6667,-45.38,84.87,61,79,4.09,broken clouds
579,Rio Grande,BR,-32.035,-52.0986,64.94,60,0,8.97,clear sky
580,Menongue,AO,-14.6585,17.691,70.16,23,18,3.24,few clouds
581,Mount Vernon,US,40.9126,-73.8371,65.12,56,75,5.01,broken clouds
582,Vao,NC,-22.6667,167.4833,72.72,88,4,11.52,clear sky
583,Samfya,ZM,-11.3649,29.5565,79.45,41,60,3.96,broken clouds
584,Domna,RU,51.8971,113.1573,24.96,80,6,4.47,clear sky
585,Thinadhoo,MV,0.5333,72.9333,82.4,77,94,14.25,overcast clouds
586,Hualmay,PE,-11.0964,-77.6139,66.56,77,100,10.11,overcast clouds
587,Shadegan,IR,30.6497,48.6647,85.69,12,9,12.77,clear sky
588,Sochi,RU,43.6,39.7303,64.49,81,100,7.27,overcast clouds
589,Boden,SE,65.8252,21.6886,37.4,78,100,11.99,overcast clouds
590,Katangli,RU,51.7102,143.2326,30.78,80,100,25.86,overcast clouds
591,Axim,GH,4.8699,-2.2405,79.5,85,12,9.91,few clouds
592,Shambu,ET,9.5667,37.1,49.77,76,0,3.76,clear sky
593,Kyra,RU,49.5776,111.9753,24.67,85,10,5.64,clear sky
594,Yeppoon,AU,-23.1333,150.7333,73.18,88,58,8.84,light rain
595,Amapa,BR,1.0,-52.0,90.55,46,53,5.37,broken clouds
596,Garden City,US,42.3256,-83.331,64.65,42,40,18.41,scattered clouds
597,Sterling,US,39.0062,-77.4286,63.91,50,75,1.01,broken clouds
598,Sorland,NO,67.667,12.6934,39.27,65,100,25.7,overcast clouds
599,Mae Chan,TH,20.1467,99.8526,66.78,84,78,3.22,broken clouds
600,Rapid Valley,US,44.0625,-103.1463,78.66,22,1,7.0,clear sky
601,Agutaya,PH,11.148,120.9417,83.46,78,10,15.61,clear sky
602,San Patricio,US,28.017,-97.5169,77.09,33,100,7.27,overcast clouds
603,Dakar,SN,14.6937,-17.4441,81.48,79,69,13.42,broken clouds
604,Sidhi,IN,24.4167,81.8833,77.13,83,86,5.75,overcast clouds
605,Traralgon,AU,-38.1833,146.5333,46.85,97,100,0.74,overcast clouds
606,Islamkot,PK,24.6997,70.177,83.3,13,1,9.44,clear sky
607,Poladpur,IN,17.9802,73.466,73.26,95,0,2.75,clear sky
608,Arsk,RU,56.0915,49.8778,42.58,77,100,11.1,overcast clouds
609,Garowe,SO,8.4054,48.4845,77.52,73,42,13.24,scattered clouds
610,Semey,KZ,50.4111,80.2275,39.0,60,22,4.03,few clouds
611,Cocobeach,GA,1.0002,9.5823,80.53,87,98,7.76,light rain
612,Tarko-Sale,RU,64.9225,77.785,39.54,92,100,16.28,overcast clouds
613,Khvoynaya,RU,58.9,34.5333,36.77,85,3,7.65,clear sky
614,Voloshka,RU,61.3314,40.0858,37.0,79,88,12.03,overcast clouds
615,Porto Seguro,BR,-16.4497,-39.0647,79.32,78,20,16.11,few clouds
616,Kloulklubed,PW,7.0419,134.2556,84.16,74,95,10.16,overcast clouds
617,Sarahan,IN,31.5167,77.8,50.63,93,100,6.33,overcast clouds
618,Newtownards,GB,54.5924,-5.6909,57.15,93,90,3.44,overcast clouds
619,Klaksvik,FO,62.2266,-6.589,45.52,77,100,24.09,overcast clouds
620,Malumfashi,NG,11.7853,7.6218,76.19,69,51,5.66,broken clouds
621,Barcelona,ES,41.3888,2.159,66.79,86,20,3.44,few clouds
622,Kemijarvi,FI,66.7131,27.4306,36.05,96,100,12.73,overcast clouds
623,Kavaratti,IN,10.5669,72.642,81.07,78,99,15.73,overcast clouds
624,Szentgotthard,HU,46.9526,16.2736,51.64,75,9,2.04,clear sky
625,Martapura,ID,-3.4167,114.85,75.29,100,94,3.44,overcast clouds
626,Chernyshevskiy,RU,63.0128,112.4714,25.93,93,100,11.05,light snow
627,Tautira,PF,-17.7333,-149.15,86.02,79,55,21.36,light rain
628,Mala,PE,-12.6581,-76.6308,68.32,75,88,8.57,overcast clouds
629,Gisborne,NZ,-38.6533,178.0042,61.95,96,100,6.76,overcast clouds
630,West Fargo,US,46.875,-96.9004,70.02,42,1,3.0,clear sky
631,Abu Kamal,SY,34.4506,40.9171,73.98,36,0,9.37,clear sky
632,Pakxan,LA,18.3778,103.6601,67.69,96,100,6.31,overcast clouds
633,Nyagan,RU,62.1406,65.3936,44.01,74,100,10.42,overcast clouds
634,Camachile,PH,14.6436,120.5808,81.18,82,42,10.76,scattered clouds
635,Yarada,IN,17.65,83.2667,80.92,94,75,2.3,mist
636,Oranjestad,AW,12.524,-70.027,89.55,66,20,11.5,few clouds
637,Dingwall,GB,57.5953,-4.4272,54.07,96,100,2.82,overcast clouds
638,Iglesias,IT,39.3114,8.535,62.02,82,27,1.74,scattered clouds
639,Pedernales,DO,18.0384,-71.744,83.55,73,91,3.58,overcast clouds
640,Bay Roberts,CA,47.5999,-53.2648,44.15,87,100,1.99,overcast clouds
641,San Cristobal,VE,7.7669,-72.225,80.78,63,99,4.92,overcast clouds
642,Besikduzu,TR,41.052,39.2284,62.49,87,72,2.53,broken clouds
643,Emerald,AU,-23.5333,148.1667,72.99,53,28,7.7,scattered clouds
644,Kodinsk,RU,58.6881,99.1844,29.23,90,48,3.13,scattered clouds
645,Playas,EC,-2.6333,-80.3833,74.93,77,64,17.49,broken clouds
646,Kautokeino,NO,69.0125,23.0412,32.86,85,100,20.94,overcast clouds
647,La Union,PE,-5.4,-80.75,80.98,49,69,16.08,broken clouds
648,Coro,VE,11.4045,-69.6734,85.87,72,48,12.41,scattered clouds
649,Severnyy,RU,50.677,36.5532,42.84,81,96,4.47,overcast clouds
650,Landerneau,FR,48.4525,-4.2525,59.77,91,0,6.91,clear sky
651,Laguna,US,38.421,-121.4238,79.23,32,1,4.0,clear sky
652,Yarmouth,US,41.7057,-70.2286,65.1,63,75,15.99,broken clouds
653,Aripuana,BR,-9.1667,-60.6333,85.8,61,80,5.5,broken clouds
654,Myaundzha,RU,63.0494,147.1858,-12.37,93,12,4.23,few clouds
655,Port-Gentil,GA,-0.7193,8.7815,78.35,82,79,12.01,broken clouds
656,Palu,ID,-0.8917,119.8707,75.11,93,15,3.42,few clouds
657,Kribi,CM,2.95,9.9167,77.83,87,67,4.18,light rain
658,Schleswig,DE,54.5167,9.55,50.76,96,100,6.91,moderate rain
659,Catuday,PH,16.2923,119.8062,79.12,80,96,8.55,overcast clouds
660,Terrasini,IT,38.146,13.0844,64.22,82,40,6.91,scattered clouds
661,Dodge City,US,37.7528,-100.0171,76.68,23,1,10.0,clear sky
662,Omboue,GA,-1.5746,9.2618,76.51,84,87,7.49,overcast clouds
663,Auki,SB,-8.7676,160.7034,77.65,84,77,3.51,broken clouds
664,Vestmanna,FO,62.1564,-7.1664,43.72,93,90,19.57,overcast clouds
665,Tairua,NZ,-37.0167,175.85,63.09,98,100,7.83,overcast clouds
666,Kholmskaya,RU,44.846,38.389,53.42,77,74,3.58,broken clouds
667,Najran,SA,17.4924,44.1277,70.97,21,8,2.24,clear sky
668,Inuvik,CA,68.3499,-133.7218,22.53,81,28,6.71,scattered clouds
669,Leningradskiy,RU,69.3833,178.4167,9.45,96,100,4.72,overcast clouds
670,Kyzyl-Suu,KG,42.3414,78.0056,42.89,45,0,7.2,clear sky
671,Ippy,CF,6.2679,21.2247,71.42,93,76,2.19,broken clouds
672,Nipawin,CA,53.3668,-104.0009,64.38,30,4,10.09,clear sky
673,Muzhi,RU,65.3667,64.6667,39.87,94,100,12.48,moderate rain
674,Suntar,RU,62.1444,117.6319,22.98,70,100,7.25,overcast clouds
675,Pueblo Bello,CO,8.2041,-76.526,85.05,72,95,1.83,overcast clouds
676,Abha,SA,18.2164,42.5053,62.85,19,0,4.61,clear sky
677,Inhambane,MZ,-23.865,35.3833,74.71,93,1,4.68,clear sky
678,Conde,BR,-7.2597,-34.9075,80.06,74,40,13.8,scattered clouds
679,Valparaiso,CL,-33.0393,-71.6273,73.63,42,0,13.8,clear sky
680,Dokri,PK,27.3743,68.0967,76.96,10,0,6.6,clear sky
681,Geraldton,AU,-28.7667,114.6,48.61,87,0,12.66,clear sky
682,Teofilo Otoni,BR,-17.8575,-41.5053,79.54,67,100,4.25,overcast clouds
683,Rawson,AR,-43.3002,-65.1023,55.62,50,0,13.78,clear sky
684,Dire Dawa,ET,9.5931,41.8661,72.57,31,35,2.15,scattered clouds
685,Port Hedland,AU,-20.3167,118.5667,66.25,94,32,8.05,scattered clouds
686,Vredendal,ZA,-31.6683,18.5012,57.74,61,0,13.06,clear sky
687,Bowling Green,US,36.9903,-86.4436,69.73,38,1,6.91,clear sky
688,Selenice,AL,40.5306,19.6358,62.2,76,92,1.03,overcast clouds
689,Buchanan,LR,5.8808,-10.0467,78.76,82,19,8.01,few clouds
690,Oistins,BB,13.0667,-59.5333,86.09,74,40,9.22,scattered clouds
691,Taebla,EE,58.9547,23.7419,45.99,71,16,12.68,few clouds
692,Prince Rupert,CA,54.3161,-130.3201,47.32,68,10,2.71,clear sky
693,Verkhniye Tatyshly,RU,56.2912,55.8575,41.58,68,100,7.18,overcast clouds
694,Mezen,RU,65.8522,44.24,36.09,97,100,9.24,overcast clouds
695,Caohai,CN,26.8661,104.2841,47.82,96,100,3.62,overcast clouds
696,Koygorodok,RU,60.445,50.9968,41.13,88,100,8.97,overcast clouds
697,Fort Nelson,CA,58.8053,-122.7002,39.63,62,34,1.21,scattered clouds
698,Puyang,CN,29.4603,119.8861,52.99,79,100,2.15,overcast clouds
