City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Meadow Lake,US,2021-10-16 01:29:10,34.8014,-106.5436,56.68,29,0,6.38
297,Ixtapa,MX,2021-10-16 01:29:10,20.7,-105.2,83.43,74,1,8.05
298,Port-Cartier,CA,2021-10-16 01:29:11,50.0334,-66.8654,48.74,92,100,6.8
299,Basco,PH,2021-10-16 01:29:11,20.4487,121.9702,82.58,74,27,19.71
300,High Level,CA,2021-10-16 01:29:11,58.5169,-117.136,44.71,57,20,8.05
301,Magadan,RU,2021-10-16 01:26:51,59.5667,150.8,23.11,44,37,9.82
302,Portland,US,2021-10-16 01:29:04,45.5234,-122.6762,62.58,77,75,6.91
303,Dekar,BW,2021-10-16 01:29:12,-21.5333,21.9333,76.19,13,51,14.88
304,Talcahuano,CL,2021-10-16 01:29:13,-36.7167,-73.1167,51.48,71,0,12.66
305,Kefamenanu,ID,2021-10-16 01:29:13,-9.4467,124.4781,89.35,43,100,4.0
306,Porbandar,IN,2021-10-16 01:29:13,21.6422,69.6093,78.21,66,6,7.81
307,Vanimo,PG,2021-10-16 01:29:14,-2.6741,141.3028,85.78,69,10,7.27
308,Maceio,BR,2021-10-16 01:25:09,-9.6658,-35.7353,78.24,88,40,5.75
309,Vila Franca Do Campo,PT,2021-10-16 01:29:14,37.7167,-25.4333,64.81,86,100,1.01
310,Nikolskoye,RU,2021-10-16 01:26:50,59.7035,30.7861,45.01,75,67,12.86
311,Madhupur,IN,2021-10-16 01:29:15,24.25,86.65,80.64,79,100,3.11
312,Dawei,MM,2021-10-16 01:29:15,14.0833,98.2,75.4,94,100,4.7
313,Alexandria,EG,2021-10-16 01:27:09,31.2156,29.9553,74.52,52,89,7.43
314,Tari,NG,2021-10-16 01:29:16,12.4086,4.4914,80.73,28,4,5.41
315,Linqiong,CN,2021-10-16 01:29:16,30.4159,103.4609,60.62,84,100,1.74
316,Luau,AO,2021-10-16 01:29:17,-10.7073,22.2247,67.32,77,44,3.96
317,Sitka,US,2021-10-16 01:26:13,57.0531,-135.33,46.29,66,75,10.36
318,Mahibadhoo,MV,2021-10-16 01:29:17,3.7833,72.9667,82.69,77,100,27.6
319,Thompson,CA,2021-10-16 01:29:18,55.7435,-97.8558,33.96,100,75,6.91
320,Ojinaga,MX,2021-10-16 01:29:18,29.5667,-104.4167,77.95,15,1,13.8
321,Te Anau,NZ,2021-10-16 01:29:18,-45.4167,167.7167,57.2,55,100,5.08
322,Sarh,TD,2021-10-16 01:29:19,9.1429,18.3923,76.91,88,20,0.0
323,Kant,IN,2021-10-16 01:29:19,27.8,79.8,74.82,59,4,3.13
324,Hirtshals,DK,2021-10-16 01:29:20,57.5881,9.9592,49.82,66,70,29.12
325,Tayoltita,MX,2021-10-16 01:29:20,24.0833,-105.9333,68.65,87,9,3.27
326,Khajuraho,IN,2021-10-16 01:29:20,24.85,79.9333,74.28,60,52,1.1
327,Poronaysk,RU,2021-10-16 01:29:21,49.2167,143.1167,39.0,63,100,5.35
328,Mae Sai,TH,2021-10-16 01:29:21,20.4335,99.8762,72.45,99,100,2.51
329,Aquiraz,BR,2021-10-16 01:24:49,-3.9014,-38.3911,82.49,85,63,13.82
330,Tazmalt,DZ,2021-10-16 01:29:22,36.3868,4.3989,61.9,40,100,3.09
331,Trapani,IT,2021-10-16 01:29:22,37.8333,12.6667,66.38,68,12,7.83
332,Umea,SE,2021-10-16 01:29:23,63.8284,20.2597,35.53,87,90,23.02
333,Sao Joao Da Barra,BR,2021-10-16 01:29:23,-21.6403,-41.0511,74.52,90,0,20.47
334,Royan,FR,2021-10-16 01:29:23,45.6285,-1.0281,47.79,58,0,5.68
335,Simao,CN,2021-10-16 01:29:24,22.7886,100.9748,61.25,99,100,1.97
336,Ilulissat,GL,2021-10-16 01:22:12,69.2167,-51.1,30.22,51,0,11.5
337,La Asuncion,VE,2021-10-16 01:29:25,11.0333,-63.8628,80.73,85,11,8.9
338,Svetlaya,RU,2021-10-16 01:29:25,46.5389,138.3297,42.62,84,100,4.74
339,San Policarpo,PH,2021-10-16 01:29:25,12.1791,125.5072,82.69,71,48,2.75
340,Sisimiut,GL,2021-10-16 01:29:26,66.9395,-53.6735,31.05,76,3,10.8
341,Ulundi,ZA,2021-10-16 01:29:26,-28.3352,31.4162,66.96,65,7,3.98
342,Pampas,PE,2021-10-16 01:29:27,-12.4,-74.9,53.11,84,86,5.77
343,Karpogory,RU,2021-10-16 01:29:27,64.0019,44.4451,35.29,94,8,4.52
344,Isangel,VU,2021-10-16 01:24:43,-19.55,169.2667,82.51,83,75,9.22
345,Yazman,PK,2021-10-16 01:29:28,29.1212,71.7446,75.24,11,0,3.31
346,Kamenka,RU,2021-10-16 01:29:28,51.3223,42.7678,40.01,67,48,4.59
347,Vagay,RU,2021-10-16 01:29:29,57.9375,69.0217,40.93,83,71,8.48
348,Anori,BR,2021-10-16 01:29:30,-3.7728,-61.6442,83.21,49,36,3.91
349,Katsuura,JP,2021-10-16 01:26:57,35.1333,140.3,75.18,69,81,10.31
350,Port-Gentil,GA,2021-10-16 01:29:30,-0.7193,8.7815,78.42,85,100,13.4
351,Adrasmon,TJ,2021-10-16 01:29:30,40.6472,69.9856,31.12,33,71,4.23
352,Palana,RU,2021-10-16 01:29:31,59.1167,159.9667,30.15,79,100,16.93
353,Adre,TD,2021-10-16 01:29:31,13.4667,22.2,76.35,68,94,5.1
354,Samarai,PG,2021-10-16 01:24:17,-10.6167,150.6667,81.28,75,91,3.47
355,Vila Velha,BR,2021-10-16 01:29:32,-20.3297,-40.2925,76.95,88,0,8.05
356,Sovetskiy,RU,2021-10-16 01:29:32,61.3614,63.5842,43.7,71,100,9.19
357,Thinadhoo,MV,2021-10-16 01:29:33,0.5333,72.9333,83.12,77,100,25.23
358,Soyo,AO,2021-10-16 01:29:33,-6.1349,12.3689,75.7,81,21,7.47
359,Chibombo,ZM,2021-10-16 01:29:34,-14.6569,28.0706,69.49,42,55,4.21
360,Atar,MR,2021-10-16 01:29:34,20.5169,-13.0499,87.69,13,100,7.63
361,Rocky Mountain House,CA,2021-10-16 01:29:34,52.3668,-114.9188,51.91,35,0,8.05
362,Vysokogornyy,RU,2021-10-16 01:29:35,50.1167,139.15,29.41,65,100,8.7
363,Slave Lake,CA,2021-10-16 01:29:35,55.2834,-114.769,48.18,53,75,4.61
364,La Ciotat,FR,2021-10-16 01:29:36,43.1748,5.6045,59.81,82,95,5.5
365,Victoria,HK,2021-10-16 01:27:38,22.2855,114.1577,81.32,82,48,5.99
366,Namie,JP,2021-10-16 01:29:37,37.4833,141.0,66.72,96,100,5.19
367,Pingliang,CN,2021-10-16 01:29:37,35.5392,106.6861,45.63,66,6,3.31
368,Skibbereen,IE,2021-10-16 01:29:37,51.55,-9.2667,57.0,91,100,3.2
369,Hovd,MN,2021-10-16 01:29:38,48.0056,91.6419,30.11,61,3,1.61
370,Snasa,NO,2021-10-16 01:29:38,64.2457,12.3778,35.92,99,100,7.16
371,Hambantota,LK,2021-10-16 01:29:39,6.1241,81.1185,77.34,100,20,3.44
372,Halifax,CA,2021-10-16 01:29:09,44.6453,-63.5724,53.65,92,14,3.44
373,Nantai,CN,2021-10-16 01:29:39,40.9241,122.8044,36.5,33,0,21.36
374,Alenquer,BR,2021-10-16 01:29:40,-1.9417,-54.7383,84.54,54,78,5.06
375,Port Hawkesbury,CA,2021-10-16 01:29:40,45.6169,-61.3485,54.79,87,75,4.0
376,Nazca,PE,2021-10-16 01:29:40,-14.8333,-74.95,70.63,59,8,1.54
377,Praya,CV,2021-10-16 01:29:41,14.9215,-23.5087,75.74,83,20,9.22
378,Takoradi,GH,2021-10-16 01:29:41,4.8845,-1.7554,77.81,89,45,8.32
379,Jiuquan,CN,2021-10-16 01:29:42,39.7432,98.5174,38.93,32,0,3.94
380,Selma,US,2021-10-16 01:29:06,36.5708,-119.6121,80.65,27,1,0.0
381,Sidrolandia,BR,2021-10-16 01:29:42,-20.9319,-54.9614,68.79,95,100,1.72
382,Dosso,NE,2021-10-16 01:29:42,13.049,3.1937,82.76,25,60,3.33
383,Abha,SA,2021-10-16 01:29:43,18.2164,42.5053,58.82,26,0,6.91
384,Kudahuvadhoo,MV,2021-10-16 01:26:09,2.6708,72.8944,82.76,76,100,26.8
385,Kashmor,PK,2021-10-16 01:29:44,28.4333,69.5833,74.91,8,0,5.1
386,Yulara,AU,2021-10-16 01:29:44,-25.2406,130.9889,76.84,18,0,12.66
387,San Javier,ES,2021-10-16 01:29:44,37.8063,-0.8374,65.25,72,13,1.01
388,Staryy Nadym,RU,2021-10-16 01:26:27,65.6118,72.6842,36.97,91,100,10.71
389,Yarmouth,US,2021-10-16 01:29:45,41.7057,-70.2286,65.17,94,90,5.01
390,Payo,ID,2021-10-16 01:29:46,-3.7508,103.6372,78.89,78,100,1.48
391,Surin,TH,2021-10-16 01:29:46,14.8818,103.4936,77.38,97,100,3.4
392,San Quintin,MX,2021-10-16 01:26:32,30.4833,-115.95,71.31,52,0,8.81
393,Hokitika,NZ,2021-10-16 01:29:46,-42.7167,170.9667,54.07,58,100,5.84
394,Along,IN,2021-10-16 01:29:47,28.1667,94.7667,74.66,72,11,1.41
395,Odessa,UA,2021-10-16 01:29:47,46.4775,30.7326,53.53,76,0,6.71
396,Paamiut,GL,2021-10-16 01:29:48,61.994,-49.6678,37.6,81,5,1.54
397,Whitianga,NZ,2021-10-16 01:29:48,-36.8333,175.7,63.63,45,3,9.53
398,Xanlar,AZ,2021-10-16 01:29:49,40.5869,46.3158,56.71,88,90,0.0
399,Ulaangom,MN,2021-10-16 01:26:54,49.9811,92.0667,29.93,68,6,3.44
400,Nampula,MZ,2021-10-16 01:29:49,-15.1165,39.2666,69.75,88,0,10.36
401,Gazli,UZ,2021-10-16 01:29:50,40.1333,63.45,51.55,28,0,7.78
402,Fairlie,GB,2021-10-16 01:29:50,55.756,-4.8556,44.4,89,99,3.69
403,Gat,IL,2021-10-16 01:29:51,31.61,34.7642,71.4,68,84,4.47
404,Akcaabat,TR,2021-10-16 01:29:51,41.0212,39.5715,62.47,88,0,4.61
405,Challapata,BO,2021-10-16 01:29:52,-18.9,-66.7667,53.1,19,0,11.92
406,Aktas,KZ,2021-10-16 01:29:52,49.7789,72.9608,27.75,74,6,7.85
407,Nome,US,2021-10-16 01:27:09,64.5011,-165.4064,34.16,60,90,13.8
408,Masumbwe,TZ,2021-10-16 01:29:53,-3.6333,32.1833,71.08,67,82,1.43
409,Anchorage,US,2021-10-16 01:27:28,61.2181,-149.9003,38.28,89,90,5.01
410,Oktyabrskiy,RU,2021-10-16 01:29:53,54.4815,53.471,39.38,73,0,7.94
411,Coihaique,CL,2021-10-16 01:22:50,-45.5752,-72.0662,48.15,57,75,6.91
412,Olga,RU,2021-10-16 01:29:54,43.7444,135.2892,44.19,65,100,13.8
413,Aksu,CN,2021-10-16 01:29:54,41.1231,80.2644,45.57,26,0,3.76
414,Oranjemund,NA,2021-10-16 01:29:54,-28.55,16.4333,54.95,83,34,1.95
415,Dohrighat,IN,2021-10-16 01:29:55,26.2644,83.5164,78.93,71,17,2.51
416,Hirara,JP,2021-10-16 01:29:55,24.8,125.2833,84.47,74,20,10.36
417,Mount Isa,AU,2021-10-16 01:26:51,-20.7333,139.5,80.37,16,0,10.36
418,Slubice,PL,2021-10-16 01:29:56,52.3509,14.5607,45.36,92,2,5.99
419,Bonavista,CA,2021-10-16 01:29:56,48.6499,-53.1147,48.11,97,100,18.92
420,Sheridan,US,2021-10-16 01:29:57,44.8333,-106.9173,42.98,60,1,1.01
421,San Cristobal,VE,2021-10-16 01:29:57,7.7669,-72.225,75.38,96,55,2.19
422,Amberley,US,2021-10-16 01:29:57,39.2048,-84.428,69.71,90,90,0.0
423,Amapa,BR,2021-10-16 01:29:58,1.0,-52.0,75.47,68,100,2.64
424,Gorontalo,ID,2021-10-16 01:29:58,0.5412,123.0595,88.66,66,57,2.66
425,Madang,PG,2021-10-16 01:29:58,-5.2246,145.7966,86.34,65,18,3.33
426,Broome,US,2021-10-16 01:22:43,42.2506,-75.833,71.98,72,20,1.01
427,Winslow,US,2021-10-16 01:29:59,35.0242,-110.6974,53.78,28,1,5.75
428,Bay City,US,2021-10-16 01:29:59,43.5945,-83.8889,58.1,96,75,3.44
429,Payson,US,2021-10-16 01:30:00,40.0444,-111.7321,48.25,48,1,3.44
430,Arlit,NE,2021-10-16 01:30:00,18.7369,7.3853,84.11,12,0,10.83
431,Tecolutla,MX,2021-10-16 01:30:01,20.4833,-97.0167,80.55,78,100,5.57
432,Ambulu,ID,2021-10-16 01:30:01,-8.345,113.6058,84.2,69,93,4.25
433,Zhanaozen,KZ,2021-10-16 01:30:02,43.3,52.8,52.07,28,0,11.12
434,Zhicheng,CN,2021-10-16 01:30:03,30.2956,111.5047,58.24,78,100,6.58
435,Sabya,SA,2021-10-16 01:30:04,17.1495,42.6254,83.82,68,5,3.98
436,Vyartsilya,RU,2021-10-16 01:30:05,62.1764,30.693,39.92,78,98,13.89
437,Todos Santos,MX,2021-10-16 01:30:06,23.45,-110.2167,82.2,81,100,3.69
438,Tezu,IN,2021-10-16 01:30:07,27.9167,96.1667,87.1,51,21,1.16
439,Jablah,SY,2021-10-16 01:30:08,35.3614,35.9256,64.69,72,0,3.44
440,Rincon,US,2021-10-16 01:30:09,32.296,-81.2354,76.86,83,1,4.61
441,Winnemucca,US,2021-10-16 01:30:10,40.973,-117.7357,62.65,20,1,4.61
442,Cervo,ES,2021-10-16 01:30:11,43.6702,-7.4101,57.2,84,100,2.77
443,Ocampo,MX,2021-10-16 01:30:11,21.65,-101.5,63.81,67,100,12.39
444,Tadine,NC,2021-10-16 01:30:12,-21.55,167.8833,76.3,72,77,9.44
445,Olafsvik,IS,2021-10-16 01:30:13,64.8945,-23.7142,40.68,76,98,17.05
446,Santa Rosa,PH,2021-10-16 01:30:14,14.3122,121.1114,85.98,79,100,6.04
447,Rawson,AR,2021-10-16 01:26:59,-43.3002,-65.1023,61.09,31,23,14.83
448,Panzhihua,CN,2021-10-16 01:30:15,26.5851,101.7128,66.56,86,100,2.46
449,Berdyaush,RU,2021-10-16 01:30:15,55.1619,59.1464,44.96,60,100,5.44
450,Ambatondrazaka,MG,2021-10-16 01:30:16,-17.8333,48.4167,58.86,91,50,5.06
451,Aden,YE,2021-10-16 01:30:16,12.7794,45.0367,86.18,61,33,10.94
452,Nemuro,JP,2021-10-16 01:30:17,43.3236,145.575,50.43,57,100,6.6
453,Honiara,SB,2021-10-16 01:30:17,-9.4333,159.95,74.82,93,100,3.2
454,Viedma,AR,2021-10-16 01:30:18,-40.8135,-62.9967,51.1,26,0,11.7
455,Labrea,BR,2021-10-16 01:30:18,-7.2586,-64.7981,79.27,70,50,1.25
456,Arman,RU,2021-10-16 01:30:19,59.7,150.1667,24.78,40,9,17.07
457,Chabahar,IR,2021-10-16 01:30:19,25.2919,60.643,79.86,38,0,5.14
458,Kaeo,NZ,2021-10-16 01:30:19,-35.1,173.7833,62.08,47,56,8.1
459,Port Hedland,AU,2021-10-16 01:30:20,-20.3167,118.5667,91.45,17,5,16.11
460,Vao,NC,2021-10-16 01:30:20,-22.6667,167.4833,71.62,76,86,10.36
461,Upata,VE,2021-10-16 01:30:21,8.0086,-62.3989,76.15,79,53,3.15
462,Lasa,IT,2021-10-16 01:30:21,46.6166,10.7002,49.08,77,100,4.41
463,Moerai,PF,2021-10-16 01:30:22,-22.4333,-151.3333,77.45,80,3,4.99
464,Mogadishu,SO,2021-10-16 01:28:13,2.0371,45.3438,78.1,82,36,12.77
465,Goderich,CA,2021-10-16 01:30:22,43.7501,-81.7165,57.9,94,100,8.05
466,Kiama,AU,2021-10-16 01:30:23,-34.6833,150.8667,67.48,55,55,24.23
467,Wanning,CN,2021-10-16 01:30:23,18.8003,110.3967,75.96,89,100,15.59
468,Boras,SE,2021-10-16 01:30:23,57.721,12.9401,50.54,82,39,11.34
469,Namibe,AO,2021-10-16 01:30:24,-15.1961,12.1522,61.68,89,2,3.71
470,Tilichiki,RU,2021-10-16 01:30:24,60.4667,166.1,23.74,73,100,16.6
471,Tenenkou,ML,2021-10-16 01:30:25,14.4572,-4.9169,83.93,27,10,6.33
472,Cairns,AU,2021-10-16 01:30:08,-16.9167,145.7667,94.95,63,9,11.5
473,Clyde River,CA,2021-10-16 01:30:25,70.4692,-68.5914,24.96,72,57,2.71
474,Mozarlandia,BR,2021-10-16 01:30:26,-14.7447,-50.5706,82.53,46,7,5.88
475,Coos Bay,US,2021-10-16 01:30:26,43.3665,-124.2179,68.02,89,1,4.61
476,Asau,RO,2021-10-16 01:30:26,46.4333,26.4,48.76,93,100,1.72
477,Burgeo,CA,2021-10-16 01:30:27,47.6167,-57.6152,51.57,81,72,12.24
478,Derzhavinsk,KZ,2021-10-16 01:30:27,51.1,66.3167,39.65,74,0,6.89
479,Dukat,RU,2021-10-16 01:30:28,62.55,155.55,6.19,87,100,9.22
480,Comodoro Rivadavia,AR,2021-10-16 01:30:28,-45.8667,-67.5,58.86,31,0,35.68
481,Sao Gabriel Da Cachoeira,BR,2021-10-16 01:30:29,-0.1303,-67.0892,74.16,91,46,1.43
482,Calabozo,VE,2021-10-16 01:30:29,8.9242,-67.4293,82.96,66,88,2.44
483,Waingapu,ID,2021-10-16 01:30:29,-9.6567,120.2641,87.91,59,25,8.12
484,Labe,GN,2021-10-16 01:30:30,11.3182,-12.2833,65.86,86,100,1.79
485,Xingyi,CN,2021-10-16 01:30:30,24.1877,102.817,54.81,95,100,3.76
486,Carpinteria,US,2021-10-16 01:30:31,34.3989,-119.5185,84.36,19,0,4.74
487,Camacha,PT,2021-10-16 01:30:31,33.0833,-16.3333,65.62,83,20,5.75
488,Bulgan,MN,2021-10-16 01:30:31,48.8125,103.5347,28.27,45,0,3.6
489,Palmer,US,2021-10-16 01:25:58,42.1584,-72.3287,67.93,86,90,9.22
490,Keetmanshoop,NA,2021-10-16 01:30:32,-26.5833,18.1333,45.09,77,61,15.93
491,Bata,GQ,2021-10-16 01:30:33,1.8639,9.7658,77.04,90,57,6.06
492,Chunoyar,RU,2021-10-16 01:30:33,57.4467,97.3217,33.57,67,99,6.58
493,North Bend,US,2021-10-16 01:30:33,43.4065,-124.2243,59.88,89,1,4.61
494,Son La,VN,2021-10-16 01:27:10,21.3167,103.9,65.66,99,99,1.34
495,Leh,IN,2021-10-16 01:30:34,34.1667,77.5833,44.29,21,0,1.59
496,Bogandinskiy,RU,2021-10-16 01:30:34,56.8937,65.8938,44.87,71,100,11.86
497,Tiebissou,CI,2021-10-16 01:30:35,7.1574,-5.2257,77.25,95,20,3.98
498,Vostochnyy,RU,2021-10-16 01:30:35,55.8167,37.8667,46.67,75,100,12.19
499,Esperance,AU,2021-10-16 01:30:35,-33.8667,121.9,67.84,45,100,8.88
500,Aykhal,RU,2021-10-16 01:30:36,66.0,111.5,18.32,94,99,4.54
501,Weyburn,CA,2021-10-16 01:30:36,49.6668,-103.8511,44.82,57,3,3.44
502,Balakhninskiy,RU,2021-10-16 01:30:37,58.0106,114.2769,18.68,90,100,7.29
503,Waipawa,NZ,2021-10-16 01:30:37,-41.4122,175.5153,57.83,46,8,6.33
504,Ulaanbaatar,MN,2021-10-16 01:26:44,47.9077,106.8832,15.93,67,0,0.0
505,Nova Gradiska,HR,2021-10-16 01:30:37,45.255,17.3831,48.02,78,100,1.03
506,Srivardhan,IN,2021-10-16 01:30:38,18.0333,73.0167,79.43,74,100,3.89
507,Kalabagh,PK,2021-10-16 01:30:38,32.965,71.557,76.89,25,0,5.32
508,Sokolka,PL,2021-10-16 01:30:39,53.4072,23.5023,45.66,92,75,11.52
509,Carutapera,BR,2021-10-16 01:30:39,-1.195,-46.02,77.86,86,18,4.99
510,Bakchar,RU,2021-10-16 01:30:39,57.0186,82.0711,35.65,93,1,2.91
511,Dong Xoai,VN,2021-10-16 01:30:40,11.5333,106.9167,75.92,94,100,5.23
512,Tiarei,PF,2021-10-16 01:30:40,-17.5333,-149.3333,86.02,76,22,18.28
513,Henties Bay,NA,2021-10-16 01:30:41,-22.116,14.2845,53.85,89,4,15.19
514,Letlhakane,BW,2021-10-16 01:30:41,-21.4167,25.5833,69.51,16,0,7.25
515,Krasnyy Chikoy,RU,2021-10-16 01:30:42,50.3643,108.7512,26.04,39,23,4.54
516,Fomboni,KM,2021-10-16 01:30:42,-12.28,43.7425,77.29,81,2,10.98
517,Archidona,ES,2021-10-16 01:30:42,37.0965,-4.3887,57.67,42,16,2.91
518,Bakel,SN,2021-10-16 01:30:43,14.905,-12.4568,82.26,46,0,7.94
519,Zavodoukovsk,RU,2021-10-16 01:30:43,56.5042,66.5515,43.02,71,97,12.08
520,Fort Wayne,US,2021-10-16 01:26:26,41.1306,-85.1289,59.05,93,90,5.75
521,Paidha,UG,2021-10-16 01:30:44,2.4167,30.9855,60.6,89,49,5.3
522,Orapa,BW,2021-10-16 01:30:44,-21.2833,25.3667,70.83,13,0,6.02
523,Williston,US,2021-10-16 01:27:13,48.147,-103.618,47.32,51,12,1.01
524,Santa Cruz,BO,2021-10-16 01:30:45,-17.8,-63.1667,62.06,88,90,18.41
525,Sabang,ID,2021-10-16 01:30:45,5.8933,95.3214,82.58,71,77,12.24
526,Kropotkin,RU,2021-10-16 01:30:45,45.4375,40.5756,57.36,42,80,9.86
527,Deshnok,IN,2021-10-16 01:30:46,27.7986,73.3447,77.92,23,2,6.49
528,Brenham,US,2021-10-16 01:30:46,30.1669,-96.3977,77.4,74,1,16.11
529,Sistranda,NO,2021-10-16 01:30:47,63.7256,8.834,44.91,62,100,31.05
530,Cumana,VE,2021-10-16 01:30:47,10.4635,-64.1775,81.12,82,20,4.92
531,Hobyo,SO,2021-10-16 01:30:48,5.3505,48.5268,78.82,86,20,20.47
532,Iberia,US,2021-10-16 01:30:48,29.9502,-91.7507,80.67,89,1,4.61
533,Ratnagiri,IN,2021-10-16 01:30:49,16.9833,73.3,79.36,79,100,4.74
534,Lokosovo,RU,2021-10-16 01:30:49,61.1333,74.8167,40.39,88,77,10.56
535,Dioknisi,GE,2021-10-16 01:30:50,41.6293,42.3917,48.36,72,40,4.59
536,Shu,KZ,2021-10-16 01:30:50,43.5983,73.7614,45.86,49,0,0.94
537,Ciudad Bolivar,VE,2021-10-16 01:30:51,8.1222,-63.5497,83.73,65,90,6.22
538,Harlingen,US,2021-10-16 01:30:51,26.1906,-97.6961,83.05,85,1,4.61
539,Meulaboh,ID,2021-10-16 01:30:52,4.1363,96.1285,82.29,71,100,2.86
540,Santiago De Cao,PE,2021-10-16 01:30:52,-7.9589,-79.2392,60.93,88,99,13.8
541,Almonte,ES,2021-10-16 01:30:53,37.2647,-6.5167,64.65,44,76,3.89
542,Ostrovnoy,RU,2021-10-16 01:30:53,68.0531,39.5131,38.86,83,99,15.37
543,Bari,IT,2021-10-16 01:30:54,41.1177,16.8512,56.84,72,0,8.99
544,Molochnoye,RU,2021-10-16 01:30:54,59.2917,39.6787,41.86,92,100,14.29
545,Nalut,LY,2021-10-16 01:26:49,30.3333,10.85,55.8,36,0,8.14
546,West Bend,US,2021-10-16 01:29:14,43.4253,-88.1834,51.94,85,1,0.0
547,Turukhansk,RU,2021-10-16 01:26:56,65.8167,87.9833,21.33,98,30,4.83
548,Riyadh,SA,2021-10-16 01:30:06,24.6877,46.7219,73.54,20,0,7.11
549,Teeli,RU,2021-10-16 01:30:55,51.0333,90.2333,27.68,69,16,0.29
550,Rock Hill,US,2021-10-16 01:30:56,34.9249,-81.0251,73.92,75,1,4.61
551,Morro Bay,US,2021-10-16 01:30:56,35.3658,-120.8499,81.39,30,0,4.59
552,Fukue,JP,2021-10-16 01:30:57,32.6881,128.8419,77.36,69,75,4.61
553,Isilkul,RU,2021-10-16 01:30:57,54.9109,71.2728,37.31,86,0,7.14
554,Alice Springs,AU,2021-10-16 01:30:58,-23.7,133.8833,74.75,20,0,10.36
555,Salalah,OM,2021-10-16 01:30:58,17.0151,54.0924,75.29,57,20,5.75
556,Khorramshahr,IR,2021-10-16 01:30:59,30.4397,48.1664,82.36,30,0,6.91
557,Noumea,NC,2021-10-16 01:30:05,-22.2763,166.4572,85.98,74,69,10.13
558,Vanavara,RU,2021-10-16 01:31:00,60.34,102.2797,34.39,97,100,10.6
559,Caravelas,BR,2021-10-16 01:31:00,-17.7125,-39.2481,76.03,87,84,10.27
560,Huasahuasi,PE,2021-10-16 01:31:02,-11.3167,-75.6167,42.98,83,94,0.63
561,Guozhen,CN,2021-10-16 01:31:02,34.3659,107.359,55.58,69,17,2.17
562,Asfi,MA,2021-10-16 01:31:03,32.2994,-9.2372,65.97,86,67,10.49
563,Goias,BR,2021-10-16 01:31:04,-15.5807,-49.6362,77.92,49,85,3.02
564,Huarmey,PE,2021-10-16 01:31:04,-10.0681,-78.1522,64.45,84,63,8.81
